author,belongsName,belongsId,content,displayTime,domain,editor,hasImg,hasVideo,id,imageUrl,inputTime,isDisclosed,isElited,isFixed,isOfficial,isRecommend,keyword,newsJson,originNodeRname,originUrl,originalName,originalType,pretitle,shorttitle,source,sourceId,contentId,sourcetitle,sourceType,subtitle,title,url,originName
李红梅,#国内#,"[""378440""]",　　本报北京7月5日电 （记者李红梅）近日，中国气象局国家<em>气候</em>中心组织有关专家在京召开盛夏（7—8月）全国<em>气候</em>趋势及主要气象灾害预测会商会，预计盛夏我国<em>气候</em>状况为一般到偏差，极端天气<em>气候</em>事件偏多，阶段性强降水,1688603471000,,木胜玉,0,0,2000040483358,,1688603472000,,,,,,,,,http://paper.people.com.cn/rmrbhwb/html/2023-07/06/content_26003320.htm ,,,,,2,40483358,40483358,,1,,国家<em>气候</em>中心：预计今年盛夏六大流域降水偏多,http://yn.people.com.cn/n2/2023/0706/c378440-40483358.html,人民网－人民日报海外版
,#内蒙古频道#要闻#时政#王莉霞#,"[""192247"",""196667"",""196693"",""402060""]",2月22日，自治区党委副书记、自治区主席王莉霞主持召开自治区政府常务会议暨应对气候变化和节能减排工作领导小组会议。 会议传达学习了习近平总书记在中央政治局第十一次集体学习时的重要讲话精神，强调要实施好科技“突围”工程，开展科创平台提质、制度供给系统集成、产学研结合、战略科技人才集聚、创新能级提升等专项行动，围绕乳业、稀土、新能源组建产学研用资联盟，建设好蒙科聚科创平台和人才飞地、科创飞地，以非常之举推动我区新质生产力加快发展。 会议研究了自治区实施《中华人民共和国行政复议法》办法（修订草案），强调要以实施诚信建设工程为牵引，进一步完善非诉纠纷解决机制，强化受理前调解，推动行政复议从“以裁为主”向“裁调并重”转变，将行政复议的“被动”监督与行政执法监督的“主动”监督相结合，不断提高行政执法水平。 会议研究了自治区2024年节能工作、碳达峰碳中和工作要点，强调高载能不代表高排放，要把碳排放作为前置条件，积极发展先进高载能产业，坚决避免形成新的“两高一低”产业。要进一步明晰量化能源、建筑、交通、农业等行业领域节能减排目标，强化能耗监测，提升节能管理精细化水平。要着力提升新能源消纳能力，力争全年本地消纳新能源电量超过1600亿千瓦时。要加强低碳、零碳知识宣传普及，明确低碳、零碳园区、小镇等建设标准，走稳走实绿色低碳的路子。 会议研究了自治区气象条例等7件地方性法规修正案等事宜。 （记者 章奎）,1708735793000,,刘泽,0,0,2000040754984,,1708735793000,,,,,,,,,http://szb.nmgnews.com.cn/nmgrb/html/2024-02/24/content_46001_227515.htm ,,,,,2,40754984,40754984,,1,学习贯彻习近平总书记有关重要讲话精神 研究2024年节能工作要点等事宜,王莉霞主持召开自治区政府常务会议暨应对<em>气候</em>变化和节能减排工作领导小组会议,http://nm.people.com.cn/n2/2024/0224/c192247-40754984.html,内蒙古日报
,#经济·科技#滚动#原创#,"[""1004"",""70846"",""414330""]",论坛上，IFF副主席、欧洲碳定价工作小组主席埃德蒙·阿尔方戴利表示，<em>气候</em>是全球的公共产品，要通过公共参与来得到解决相关问题。应对气候变化不仅要依靠政府的力量，还要依靠市场的力量去调动各种公共参与。IFF联合主席、全国政协原副主席、中国人民银行原行长周小川总结了当前气候变化遇到的三方面挑战：地缘政治局势导致<em>气候</em>问题优先级降低，大企业的减排积极性减弱，公民的认知和觉悟有待进一步提高。,1699406362000,,罗知之,0,0,1000040113616,,1699406362000,,,,,,,,,null,,,,,1,40113616,40113616,,1,,业界：落实既有承诺 制定可行性规则与激励机制应对<em>气候</em>变化,http://finance.people.com.cn/n1/2023/1108/c1004-40113616.html,人民网
,#国际#滚动新闻#其他#,"[""1002"",""157278"",""42408""]",　　新华社维也纳10月10日电 第二届气候变化与核能作用国际大会9日在维也纳开幕。中国国家原子能机构主任张克俭率团出席会议并阐述中方立场。　　张克俭在大会高级别论坛上做主旨发言，全面介绍中国政府坚持创新、协调、绿色、开放、共享的新发展理念，积极安全有序发展核能，助力实现碳达峰碳中和目标的举措成就，以及中方关于更大发挥核能作用，应对全球气候变化的立场主张。　　张克俭表示，中国是应对全球气候变化事业的积极参与者和坚定行动派。过去10年，中国以年均3%的能源消费增速，支撑了年均6.5%的经济增长。目前，非化石能源发电装机容量占比已超过50%。中国政府将核能作为构建清洁低碳能源体系、实现双碳目标的重要选择。2022年，全国在运核电机组累计发电量4178亿千瓦时，减少二氧化碳排放3.1亿吨。预计到2025年，在运核电装机规模将达到7000万千瓦；到2035年，在运核电装机规模有望达到1.5亿千瓦。　　张克俭指出，核能在应对全球气候变化、实现能源低碳转型进程中的作用毋庸置疑、优势不可替代。和平利用核能是国际原子能机构所有成员国享有的正当权利，要加大对发展中国家的支持和援助，坚持开放合作、共同发展，反对将和平利用核能政治化；要携手营造公平正义的发展环境，构建协同创新的发展格局，固守安全第一的发展原则，让核能为共建清洁美丽世界作出更大贡献。　　本次会议为期5天，共有来自80多个国家和20多个国际组织的近500名代表参会。会议期间，中方举办了“应对气候变化的中国核能解决方案”主题展览和“中国利用核能应对气候变化的良好实践”主题边会等配套活动。　　会议期间，张克俭会见了国际原子能机构总干事格罗西，重申中方在日本福岛核污染水排海问题上的立场、关切和主张，强调国际社会必须对日方不负责任的排海行为进行严格国际监督，确保有关行为不对全球海洋环境和人民健康造成长期危害。格罗西表示，充分理解并高度重视中方有关立场和关切，愿进一步同中方就福岛核污染水排海长期国际监测问题加强沟通与合作。,1696935989000,,崔译戈,0,0,1000040092522,,1696935990000,,,,,,,,,http://www.news.cn/world/2023-10/10/c_1129909090.htm ,,,,,1,40092522,40092522,,1,,中国代表在第二届<em>气候</em>变化与核能作用国际大会阐述中方立场,http://world.people.com.cn/n1/2023/1010/c1002-40092522.html,新华网
,#国际#,"[""1002""]",发达国家对温室气体排放承担历史责任，应当早于2050年实现<em>气候</em>中和率先强化<em>气候</em>行动并提供<em>气候</em>资金，尊重发展中国家的发展权和政策空间。　　3.中国和巴西强调，需将紧急<em>气候</em>响应和保护自然相结合以实现可持续发展目标，包括彻底消除贫困和饥饿，不让任何人掉队。　　考虑到正如首份关于确定发展中国家落实《联合国气候变化框架公约》及其《巴黎协定》需求报告所指出的，发展中国家实现向低碳和<em>气候</em>韧性经济的公正转型将耗资数万亿美元，我们继续对发达国家提供的<em>气候</em>资金仍然未兑现每年为发展中国家提供如此水平的实施手段才是世界为加强《联合国气候变化框架公约》及其《巴黎协定》实施所需要的<em>气候</em>雄心。　　11.双方赞赏彼此并决心继续推进各自强有力的国内<em>气候</em>努力和进展，我们承诺拓展、深化和丰富<em>气候</em>领域双边合作，例如在向可持续和低碳全球经济转型；智慧城市；绿色基础设施；绿色产业发展；可再生能源，包括向偏远社区提供服务和支持,1681593241000,,卫嘉                        ,0,0,1000032665337,,1681593241000,,,,,,,,,http://paper.people.com.cn/rmrb/html/2023-04/16/nw.D110000renmrb_20230416_1-02.htm,,,,,1,32665337,32665337,,1,,中国—巴西应对<em>气候</em>变化联合声明,http://world.people.com.cn/n1/2023/0416/c1002-32665337.html,人民网－人民日报
,#经济·科技#,"[""1004""]",7月20日，由国际金融论坛（IFF）、美国高盛集团和保尔森基金会牵头，20多家全球各行业领先企业参与的中美绿色金融工作组在北京举行了主题为“<em>气候</em>投融资—政策、实践和案例”的高级别研讨会。本次研讨会围绕国家<em>气候</em>投融资政策、实施与试点建设，金融机构<em>气候</em>投融资实践与创新，以及企业低碳减排案例等议题进行了深入探讨，进一步加强了中国、美国以及欧洲的金融机构和企业在<em>气候</em>投融资方面的交流与合作。国际金融论坛（IFF）副理事长兼秘书长、世界银行前副行长祝宪在开幕致辞中表示，本次研讨会旨在通过交流和讨论，促进对中国<em>气候</em>投资政策的了解，推动中国<em>气候</em>投融资的创新及行业最佳案例的交流和分享。祝宪指出，当前国际形势复杂多变，进一步加强全球<em>气候</em>投融资合作显得十分迫切和重要。高盛的研究显示，中国在应对气候变化方案方面已经走在了全球前列，全球有65%的<em>气候</em>应对解决方案，特别是涉及清洁能源和供应链安全的方案大多是由中国提出的。,1690246708000,,曹淼,0,0,1000040042977,,1690246709000,,,,,,,,,,,,,,1,40042977,40042977,,1,,中美绿色金融工作组高级别<em>气候</em>投融资研讨会在京举行,http://finance.people.com.cn/n1/2023/0725/c1004-40042977.html,人民网
,#西藏频道#藏地风情#滚动播报#,"[""138901"",""139188"",""339805""]",　　 拉萨一名市民家的厨房和炊具（8月26日摄）。新华社发 　　 20岁的仁青卓嘎使用高压锅煮面，不到十分钟就把香气扑鼻的牛肉面端到家人面前。 　　 仁青卓嘎的父亲——今年56岁的扎西，是西藏拉萨市墨竹工卡县人。他告诉记者，小时候家里使用的炊具大部分是陶制品，有陶器锅、陶器蒸笼、陶器茶壶，也有木制和石头制作的炊具，如酥油茶桶、石锅等，其他材质的炊具非常少见。 　　 青藏高原被称为“地球第三极”，平均海拔4000米以上。高寒的自然环境，造就了藏家百姓独特的饮食习惯，也创造了具有鲜明高原特色的烹饪炊具。 　　 20世纪80年代起，西藏饮食、烹饪业快速发展。扎西回忆说，那时候，铝制锅具已普遍使用，高压锅开始进入群众生活。 　　 由于西藏海拔较高，气压低，沸点低，即使炉火再旺水温也不会再升高，所以煮饭经常会感觉夹生或不熟。高压锅的出现解决了这一难题，即便在5000米以上的极高海拔地区也能吃上“熟透透、香喷喷”的美食。 　　 如今，西藏群众的炊具种类繁多、使用便捷，人们花费在烹饪上的精力明显减少，陶器炊具逐渐从人们的生活中淡出。 　　 走进藏家厨房，土灶变成了煤气灶，木质酥油桶也变成了电动酥油桶，只需轻轻动一下手指就能完成，人们花费在烹饪上的精力明显减少。扎西说：“现在人们生活好了，房里的炊具更多更精致，做的饭菜也更美味。” 　　 研发适合高原地区的多功能烹饪炊具，是西藏自治区政府着力推动的重要民生工程。今年2月起，西藏自治区经济和信息化厅联合其他单位，用时3个月研发出适用于高原地区的多功能烹饪炊具系列产品14款，申请专利18项。 　　 7月14日，高原地区多功能系列烹饪炊具科技成果鉴定会在北京召开。相关专家教授组成鉴定委员会，对适用于高原的压力蒸煮锅、压力炒锅2个系列的7个产品进行了现场鉴定。专家组鉴定认为，项目整体技术达到国际先进水平，有利于西藏群众进一步提高生活水平。 　　 虽然陶器炊具在群众生活中越来越少，但随着旅游业的发展，一些藏餐店使用传统陶器炊具制作的特色餐品深受游客喜爱。 　　 21岁的洛桑益西，2018年从拉萨市第二中等职业技术学校毕业。今年3月，他拿出自己所有的积蓄，在墨竹工卡县城开了一家藏餐店。在他的藏餐店里，木柜上面摆放着各种陶器炊具。他还用陶器锅制作出了特有的牛肉萝卜汤。 　　 “陶器锅里的汤不容易散味，也不容易凉。”洛桑益西说，他店里的所有陶器都是从塔巴村购买。  　　 顾客在洛桑益西的餐馆里从塔巴陶器罐子里盛汤（7月11日摄）。新华社记者 姜帆 摄 　　 塔巴村位于拉萨市墨竹工卡县工卡镇的一个小村落，村民世代铸陶为生。据了解，墨竹工卡县2009年投资修建了塔巴陶瓷厂，2011年成立了塔巴陶瓷专业合作社，很多制作陶器的能手在这里工作、传承技艺。  　　 这是塔巴陶瓷泥胎（前）和成品（后）（7月11日摄）。新华社记者 姜帆 摄 　　 西藏大学文化研究学者益西旦增说，炊具不仅是饮食文化的承载者，也是生活水平的见证者。高原烹饪炊具的变化，折射的是西藏百姓生活的变化。（记者 张京品 格桑边觉）,1669342598000,,旦增卓色,1,0,2000040209322,http://xz.people.com.cn/mediafile/pic/20221125/67/5223121797903947527.jpg,1669342598000,,,,,,,,,http://tibet.news.cn/ywjj/2022-11/24/c_1310679380.htm ,,,,,2,40209322,40209322,,1,,烹饪炊具<em>变迁</em>折射西藏百姓生活之变,http://xz.people.com.cn/n2/2022/1125/c138901-40209322.html,新华社
来源：铁力市委宣传部,#黑龙江频道#黑龙江铁力：生态福地 精彩四季#,"[""220005"",""401196""]",5月31日至6月1日，风云际会·中国气象服务协会2022—2023年会<em>气候</em>康养旅游产业发展大会在广东茂名召开。大会由中国气象服务协会主办，茂名市人民政府协办，旨在进一步推动全国<em>气候</em>康养旅游发展。在经验分享环节，伊春市人民政府副市长赵立涛以嘉宾身份作“<em>气候</em>康养避暑旅游目的地”资源推介及经验分享。“康养旅游恰逢其时，林都伊春值得青睐！”赵立涛向所有与会领导、专家学者、旅游界同仁发出诚挚邀请。,1685602254000,,王思迪,1,0,2000040440381,http://hlj.people.com.cn/NMediaFile/2023/0601/LOCAL1685602186337UQZB45WSFI.jpg,1685602255000,,,,,,,,,,,,,,2,40440381,40440381,,1,,伊春市亮相<em>气候</em>康养旅游产业发展大会,http://hlj.people.com.cn/n2/2023/0601/c220005-40440381.html,
,#国际#滚动新闻#欧洲#,"[""1002"",""157278"",""42356""]","　　新华社伦敦10月19日电（记者郭爽）国际能源署日前发布特别报告指出，要实现所有国家<em>气候</em>目标并保证能源安全，到2040年，全球需增加或更换8000万公里的电网（相当于目前全球所有电网总量）,并在电网运营和监管方式方面做出重大改变而到2030年，这一资金必须增加一倍，达到每年6000亿美元以上，才能实现<em>气候</em>目标。　　报告指出，未来十年，为实现各国能源和<em>气候</em>目标，全球用电量的增长速度需要比上一个十年快20%。国际能源署警告，如果没有更多的政策关注和投资，电网基础设施覆盖范围和质量上的不足可能使全球<em>气候</em>目标变得遥不可及，并损害能源安全。",1697770010000,,贾文婷,0,0,1000040099903,,1697770010000,,,,,,,,,http://www.news.cn/world/2023-10/20/c_1129927025.htm ,,,,,1,40099903,40099903,,1,,国际能源署：全球需新增或改造8000万公里电网以实现<em>气候</em>目标,http://world.people.com.cn/n1/2023/1020/c1002-40099903.html,新华网
,#经济·科技#科技#滚动#原创#滚动#,"[""1004"",""1007"",""70846"",""414330"",""1057""]",在太阳系的行星中，火星与地球最为相似，火星的现状和演化历程，被认为可能代表着“地球的未来”，针对火星<em>气候</em>演化的探测研究长期以来备受关注。风沙作用作为火星晚亚马孙纪以来最主要的地质营力，塑造了火星表面广泛分布的风沙地貌，沉积、记录了火星演化晚期和近代<em>气候</em>环境特征和气候变化过程。表面结构、物质成分等信息，分析了其指示风向和发育年龄，发现了着陆区风场发生显著变化的层序证据，并与火星中高纬度分布的冰尘覆盖层记录有很好的一致性，揭示了祝融号着陆区可能经历了以风向变化为标志的两个主要<em>气候</em>阶段这一<em>气候</em>的转变，发生在距今约40万年前的火星末次冰期结束时，可能是由于自转轴倾角的变化，火星从中低纬度到极地地区，发生了一次“冰期-间冰期”的全球性<em>气候</em>转变。该项研究有助于增进我们对火星古气候历史的理解，不仅为火星古气候研究提供了新的视角，为火星全球<em>气候</em>模拟提供了重要约束，甚至可能为地球未来的<em>气候</em>演化方向提供借鉴。,1688711886000,,赵竹青,1,0,1000040030463,http://finance.people.com.cn/NMediaFile/2023/0707/MAIN1688711965750Y3D83Y36WC.jpg,1688711887000,,,,,,,,,,,,,,1,40030463,40030463,,1,,天问一号最新发现：火星或曾发生过一次全球性<em>气候</em>转变,http://finance.people.com.cn/n1/2023/0707/c1004-40030463.html,人民网
,#黑龙江频道#省内要闻#,"[""220005"",""220027""]",该条例具有创制性，是全国首部农产品<em>气候</em>品质评价促进方面的省级地方性法规。是用数据说话，验证龙江好<em>气候</em>造就好产品的提升行动，是为农业品牌建设赋予气象科技内涵，更好挖掘农产品中潜在的<em>气候</em>品质价值，提升农产品价值链，擦亮寒地黑土、绿色有机金字招牌，让好产品卖出好价钱的重要支撑，对于通过政府扶持促进农产品<em>气候</em>品质评价工作具有重要意义2014年以来，黑龙江省在9个市（地）、37个县，开展了水稻、大豆等9种农产品<em>气候</em>品质评价工作，累计发放<em>气候</em>品质评价标志429万枚，探索了良好<em>气候</em>生态优势向经济优势转化的新路径，对切实保障农民增收、农业增效提供了气象科技支撑同时规定，农产品<em>气候</em>品质评价实行目录管理制度，评价机构应当建立农产品<em>气候</em>品质评价溯源系统（平台），为消费者提供农产品来源、农产品<em>气候</em>品质评价结论、农产品<em>气候</em>品质评价标识真伪、主要气象数据等信息查询服务。据悉，目前，四川、浙江等17省份开展了农产品<em>气候</em>品质评价工作，广东、河南等9省份将农产品<em>气候</em>品质评价写入本省乡村振兴促进条例等地方法规。（尹栋 记者王晓丹）,1682640404000,,王思迪,0,0,2000040396132,,1682640404000,,,,,,,,,,,,,,2,40396132,40396132,,1,,《黑龙江省农产品<em>气候</em>品质评价促进条例》6月1日起施行 为优质农产品赋予“<em>气候</em>身份证”,http://hlj.people.com.cn/n2/2023/0428/c220027-40396132.html,黑龙江日报
,#江西#要闻#社会#,"[""186330"",""190181"",""355185""]",2月27日，从省气象局传来消息：去年我省气温<em>气候</em>预测准确率实现新突破，气温<em>气候</em>预测质量全国第一，为近5年最好成绩。去年，我省智能<em>气候</em>预测系统投入运行后，推动气象预测功能升级、人机交互增强、系统性能提升，形成了可查询的历史和实时<em>气候</em>预测产品，满足了全省灾害性<em>气候</em>事件、智能网格预报以及智慧气象服务向精细化、客观化转变的需求，全面提升了我省气温<em>气候</em>预测质量。今年，我省将继续聚焦精准预报业务发展，全力推进高质量气象现代化建设，大力提升客观化、智能化<em>气候</em>预测业务水平。完善无缝隙智能预报业务，强化精准预报在协同推进精密监测、精细服务中的龙头作用。（舒海军）,1677543491000,,罗娜,0,0,2000040317912,,1677543492000,,,,,,,,,http://epaper.jxxw.com.cn/html/2023-02/28/content_5409_7377578.htm ,,,,,2,40317912,40317912,,1,,去年江西省气温<em>气候</em>预测质量全国第一,http://jx.people.com.cn/n2/2023/0228/c190181-40317912.html,江西日报
,#国际#独家稿库#滚动新闻#中东#管克江#任皓宇#,"[""1002"",""57507"",""157278"",""42361"",""452534"",""452535""]",人民网迪拜12月5日电 （记者管克江、任皓宇）当地时间12月3日，《联合国气候变化框架公约》第二十八次缔约方大会（COP28）期间，“减污降碳协同增效：实现环境、<em>气候</em>、经济效益多赢”主题边会在中国角举办近年来宁波充分发挥海洋资源优势，积极参与全球<em>气候</em>治理，深挖海洋碳汇潜力，坚持海洋资源开发利用与生态环境保护共抓，努力为践行“双碳”政策、探索共同富裕提供“宁波样本”的故事，期待未来通过更广泛的全国乃至全球合作能源基金会、晶澳太阳能科技股份有限公司共同举办，中外区域和城市、企业、社会组织、研究机构、高校代表，围绕减污降碳协同增效的课题展开深入交流与探讨，以期形成更多可行的技术方案和创新发展模式，实现环境效益、<em>气候</em>效益,1701779346000,,崔越,1,0,1000040132564,http://world.people.com.cn/NMediaFile/2023/1205/MAIN1701779465604A145KPM0CS.jpg,1701779346000,,,,,,,,,,,,,,1,40132564,40132564,,1,,COP28中国角举办“减污降碳协同增效：实现环境<em>气候</em>、经济效益多赢”边会,http://world.people.com.cn/n1/2023/1205/c1002-40132564.html,人民网-国际频道
,#财经#滚动新闻#日本频道#独家报道#图片库#东京速递#,"[""35463"",""368232"",""35421"",""368584"",""368567"",""368583""]",位于东京都涩谷的东急百货店总店于1月31日闭店。  人民网东京1月31日电 据《朝日新闻》报道，在日本东京都的主要区域，已经经营了半个世纪以上时间的两家大型百货店于1月31日同时停业闭店。这就是位于东京都涩谷的东急百货店总店和立川高岛屋购物中心。对于作为当地街区象征的两家百货店的撤离，消费者普遍表示很可惜。伴随着人们的需求和街区的不断变化，百货店的生存方式也在逐渐变化着。  据悉，东急百货店总店于1967年11月在距离涩谷车站约500米的地方建成并开业，该建筑在地面上有8层地下有3层。其与高级住宅街区“松涛”毗邻，汇集了众多的品牌商品。涩谷虽然被称为“年轻人的街区”，但消费群体却主要是50-80岁的人。  近年来，东急集团正在涩谷地区实施大规模的再开发项目。包含有东急百货店、饮食店、办公室、舞台剧剧场等的复合型商业设施“涩谷HIKARIE”等建筑物自2012年以来相继建成，而直通涩谷车站的东横百货店已于2020年3月闭店，结束了86年的经营历史。东急百货店总店也于2021年5月确定了闭店的方针，并于今年1月31日正式结束营业。  据东急百货店介绍，其总店的建筑物拆除后，将会建起来一座地上有36层地下有4层的复合型商业设施，计划于2027年竣工。建筑物的低层为商铺，中间部分为高级酒店，高层部分为高端租赁住宅。  另外，在东京都立川市，位于JR立川车站前的立川高岛屋购物中心中，约占了三分之一区域的百货店也于1月31日停止营业。高岛屋立川店于1970年6月开业，1995年迁移至现在的位置。2010年以来，这里又增加了快时尚、书店、家具店等专销区域。2018年经过再次装修，形成了现在的立川高岛屋购物中心。（编译：陈建军）,1675152900000,,陈建军                     ,1,0,1000032615141,http://japan.people.com.cn/NMediaFile/2023/0131/MAIN202301311622000207049338185.jpg,1675152902000,,,,,,,,,,,,,,1,32615141,32615141,,1,,日本东急百货店总店闭店 见证了半个多世纪的时代<em>变迁</em>,http://japan.people.com.cn/n1/2023/0131/c35421-32615141.html,人民网-日本频道
,#湖北频道#新闻中心#湖北鄂州 ：高标准高效率推动高质量发展#,"[""192237"",""194063"",""406097""]",“当时，我和哥哥对父亲的行为非常不能理解，甚至有点怨恨，直到我现在也成为了村委会的一员，我才能理解父亲那颗‘清白廉洁’的心……”近日，在湖北省鄂州市华容区清廉家风宣讲活动现场，全国妇联系统劳动模范、湖北省三八红旗手获评者柯爱云同志讲述了她的家风故事《我的父亲》。华容区在全区范围开展清廉家风宣讲活动，旨在使典型的个体效应不断升华为群体效应、社会效应，形成清廉建设浓厚氛围。 近年来，华容区纪委监委联合区妇联不断创新开展清廉家庭建设活动，充分利用妇联组织服务妇女、服务家庭的独特优势，聚焦“党员引领、选树评选、阵地建设、教育引导”四大工程，深入开展推进清廉家庭建设“六大行动”，推动清廉价值理念在家庭落地生根。 党员引领播“廉种”。每年组织全区党员干部及家属签订《家庭助廉承诺书》，号召党员干部带头树立良好家风，履行家庭教育责任，建设清廉家庭。 选树评选育“廉花”。大力选树清廉家庭典型，以突出党员干部家属为重点，结合“文明家庭”“最美家庭”的创建，深化清廉家庭创建，开展全区“清廉家庭”评选活动。选树闵楠飞、龚晓梅、柯爱云等一批清廉家庭先进典型，加大宣传力度，发挥榜样引领作用。 阵地建设漾“廉波”。区纪委监委、区税务局等单位年轻干部带头讲述家风故事，依托全区重点微信公众号及各类新闻媒体，推送优秀家风故事32条，强化线上阵地建设。通过家规家训上墙，征集、展播家规家训，开展家风家教故事宣讲等多种方式抓好线下阵地建设，影响各地各单位狠抓家风建设。 教育引导润“廉心”。立足家庭这一特殊场所，将清廉家庭建设与家庭文化活动、家庭教育指导相融合，以“树清廉家风 创最美家庭”系列活动为载体，通过发出一封倡议、签订一份承诺、到家风家教实践基地开展家风体验、开展家风故事分享会等活动，倡导党员干部家属争当“廉内助”。联动社会组织开展家庭家风家教专题巡讲进机关、进企业、进学校、进家庭活动50余场，受益群众3000余人次。 “家庭是拒腐防变的一道重要防线，更是预防和抵制腐败的重要阵地。发挥家庭‘社会细胞’基石作用，加强清廉家庭建设，使清廉家风内化为党员干部的日常行为准则，形成家庭文化新风尚，进而影响其他载体清廉建设，推动构建全域清廉格局。”该区纪委监委主要负责人表示。（胡蝶）,1663584278000,,王郭骥,0,0,2000040130651,,1663584278000,,,,,,,,,,,,,,2,40130651,40130651,,1,,湖北鄂州华容纪委监委：以家庭“小<em>气候</em>”温润社会“大<em>气候</em>”,http://hb.people.com.cn/n2/2022/0919/c194063-40130651.html,
,#北京频道#财经纵横#本网特稿#滚动新闻#,"[""14540"",""82839"",""233088"",""233115""]",人民网北京12月22日电 （记者李博）12月21日，在北京举行的亚洲开发银行<em>气候</em>投融资加速平台项目成果发布会暨<em>气候</em>投融资论坛上，<em>气候</em>投融资加速平台启动上线，将推动更多资金流向低碳技术创新领域。在生态环境部和亚洲开发银行指导支持下，北京绿色交易所、中电碳中和发展研究院及亚行<em>气候</em>投融资加速平台课题组专家合作开发了<em>气候</em>投融资加速平台。中国环境科学学会<em>气候</em>投融资专委会常委、伦敦大学学院基建可持续转型教授、项目负责人、<em>气候</em>投融资专家梁希介绍，项目通过建立<em>气候</em>投融资优先项目指引和高质量碳信用指引、搭建<em>气候</em>投融资加速平台等方式，可为低碳技术提供者同时，项目执行过程中在全国7个<em>气候</em>投融资试点城市及地区开展了培训工作，累计培训机构一千余家，培训人数超过两千人，为市场参与者理论基础和综合能力提升作出贡献。主旨演讲环节，来自北京市通州区、密云区、中国银行授信管理部、国家电力投资集团碳资产管理有限公司、伦敦大学学院、C40城市金融项目及美国环保协会等嘉宾先后围绕<em>气候</em>投融资及平台应用前景相关主题发表演讲。,1703223768000,,李博,0,0,2000040688574,,1703223768000,,,,,,,,,,,,,,2,40688574,40688574,,1,,<em>气候</em>投融资加速平台在北京启动上线 推动资本流向低碳技术创新领域,http://bj.people.com.cn/n2/2023/1222/c14540-40688574.html,人民网－北京频道
,#要闻#柳州银行#,"[""390645"",""400370""]",5月11日，柳州市生态环境局和柳州银行联合举办的柳州市<em>气候</em>投融资政银企对接会在柳州银行召开。覃国琴在会上致辞，她表示，柳州是广西唯一一个获批<em>气候</em>投融资试点的城市，2022年，柳州市共梳理谋划<em>气候</em>投融资项目155个，总投资约1754亿元，19个项目实现融资44.75亿元。下一步，将制定《柳州市<em>气候</em>投融资项目入库审核规程》，加快柳州市<em>气候</em>投融资项目库建设；与金融机构签订战略合作框架协议，推动成立<em>气候</em>投融资专业机构；举办柳州市<em>气候</em>投融资论坛，宣贯<em>气候</em>投融资政策，推动更多社会资金投向应对气候变化领域、柳州<em>气候</em>投融资建设贡献金融力量。会议还解读了<em>气候</em>投融资政策，介绍了柳州银行适用于<em>气候</em>投融资项目的相关产品，企业代表作了发言，政银企三方进行了深入交流。 来源：柳州银行,1684316141000,,庞冠华,1,0,2000040419981,http://gx.people.com.cn/NMediaFile/2023/0517/LOCAL16843162445901LP1I7QHMM.jpg,1684316141000,,,,,,,,,,,,,,2,40419981,40419981,,1,,柳州市<em>气候</em>投融资政银企对接会在柳州银行召开,http://gx.people.com.cn/n2/2023/0517/c390645-40419981.html,
